Ulasan,Rating,text_clean_preprocessed,label_sentiment
"Barang nya gak cocok sama ASUS X45A, Mouse gerak-gerak sendiri tidak bisa di pakai.",2,barang nya cocok asus x45a mouse gerakgerak pakai,1
"Barang sesuai, tapi sayang rusak gak bisa dipakai",1,barang sesuai sayang rusak pakai,1
"Produk tidak pernah diterima, keterangan tokonya bahwa sudah dipickup menipu, toko tidak komunikatif dengan customernya",1,produk terima terang toko dipickup tipu toko komunikatif customernya,2
"saya baru pakai untuk 10 menit tapi charger sudah panas banget, tolong dibantu ini diretur apa gimana ya ? waktu sebelum beli tanya juga katanya original",1,pakai 10 menit charger panas banget tolong bantu retur gimana ya beli original,1
"Sebelum memesan/beli barang ini, saya mendapatkan konfirmasi dari penjual bahwa charger ini dapat digunakan utk mencharge laptop asus zen book flip saya. Dalam kenyataan nya tidak bisa",1,memesanbeli barang konfirmasi jual charger utk mencharge laptop asus zen book flip nyata nya,0
"Barang bagus..kurang sesuai untuk  acer E5-476G,saya paksakan lcd nya bermasalah",2,barang bagus sesuai acer e5476g paksa lcd nya masalah,2
"Yg hitam sesuai,.. tpi GK tau ORI apa ngak,.. yg colour sepertinya ngak",2,hitam sesuai tpi tau ori ngak colour ngak,1
"Catridge-nya tidak bisa di gunakan di printer saya HP Deskjet-4515 muncul error ""Incompatible Catridge, The indicated catridges are not intended for use inthis printer""

Mohon bantuannya",2,catridgenya printer hp deskjet4515 muncul error incompatible catridge indicated catridges intended use inthis printer mohon bantu,2
pesanan nyampenya lama,2,pesan nyampenya,0
"Pak. Ini tinta nya palsu pak. Diblg di comp saya ""counterfeit product"". Hasil tinta mengecewakan. Tlg dicek lg produk nya pak.",2,tinta nya palsu diblg comp counterfeit product hasil tinta kecewa tlg cek lg produk nya,2
"Tahun catridgenya uda expayer 03.2017 diantarnya sangat lama , kasi penjelasan gan tahun nya biar tau.",2,catridgenya uda expayer 032017 antar kasi jelas gan nya biar tau,1
Parah dah... Saya minta 34 dikasih 31,1,parah dah 34 kasih 31,2
bajunya sangat pendek untuk ukuran baju koko.. padahal lebarnya seperti ukuran xl.,2,baju pendek ukur baju koko lebar ukur xl,2
Ini aku gajadi beli yaa. Soalnya stoknya kosong,1,gajadi beli yaa stok kosong,0
Kekecilan ga sesuai standart ukuran nya.,1,kecil sesuai standart ukur nya,1
"Untuk produk ini saya kasi 2 bintang saja krna celananya tdk sesuai yg di foto, celanax kependekan tdk di bawa lutut, sisanya  ð",2,produk kasi 2 bintang krna celana sesuai foto celanax pendek bawa lutut sisa ,2
Kecewa ga sesuai gambar .. ga ada stripnya .. ukuran udah pas.,1,kecewa sesuai gambar strip ukur udah pas,0
"Barang Bagus Sih
Cuma Bau Sekali
Harus di cuci dulu sblum di pakai :v",2,barang bagus sih bau cuci sblum pakai v,0
"Saya kasih 2 bintang saja ya supaya lain kali diperhatikan barang yg dipajang judulnya apa. Judul barang sudah mencantumkan warna, jadi di keterangan pembeli saya tidak mencantumkan warna lagi, cuma ukuran. Untungnya saya juga males ribet mengembalikan dan minta tukar.",2,kasih 2 bintang ya kali perhati barang pajang judul judul barang cantum warna terang beli cantum warna ukur untung males ribet kembali tukar,2
X ini saya kecewe gak bisa di pakai kecil mbranjang...,1,x kecewe pakai mbranjang,0
"barang sudah diterima dalam kondisi baik,..
tapi tdk sesuai menurut saya,..
dipoto yang make orang dewasa, aslinya kecil bgt,..
buat anak bayi cocoknya,..",2,barang terima kondisi sesuai dipoto make orang dewasa asli banget anak bayi cocok,1
Tidak sesuai pesanan..respon lambat! Sangat tidak rekomend ini toko! Disuru retur dengan alasan tokopedia yang ganti ongkir..sejak kapan tokopedia bisa ganti ongkos kirim!!!,1,sesuai pesan respon lambat rekomend toko disuru retur alas tokopedia ganti ongkir tokopedia ganti ongkos kirim,2
Tolong tingkatkan respons cepat. Minta kirim gojek same day malah sampe nya besok.,1,tolong tingkat respons cepat kirim gojek day sampe nya besok,1
"barang yang dikirim Tidak sesuai dengan gambar, warna nya pun kusam.",2,barang kirim sesuai gambar warna nya kusam,0
"Ternyata bahannya gk bs melar,,jd wlwpun bebas size tetap gk muat wlw udh ukuran terakhir...",2,bahan bs melar jd wlwpun bebas size muat wlw ukur,0
jahitan kurang bagus. ada celah besar saya khawatir dipakai 1x robek itu celana,2,jahit bagus celah khawatir pakai 1x robek celana,0
barang kurang bagus...tdk sama dgn picture,2,barang bagus picture,1
bahan nya tipis panas kurang enak dipake,1,bahan nya tipis panas enak dipake,1
Dibagian kantong sebelah kirinya robek :((((,2,bagi kantong belah kiri robek,2
"ukurannya kekecilan kalau normal saya pakai ukuran L, disini ukurannya sangat kecil untuk L.",2,ukur kecil normal pakai ukur l ukur l,1
brang udh smpek trma ksih gan,1,brang smpek trma ksih gan,0
Barang ny pecah kesamaan saya mta ganti,1,barang ny pecah sama mta ganti,2
Ooooooookkkkkkkkkkkk,2,ooooooookkkkkkkkkkkk,0
yaaa begitulah harga sesuai dengan kwalita barang....,2,yaaa harga sesuai kwalita barang,1
jadi agak susah nekuk dengkul. overall bagus. semoga usahanya lancar.,2,susah nekuk dengkul overall bagus moga usaha lancar,1
barang ok udah sampai. tapi yg dateng beda warna dgn yg difoto.,1,barang ok udah dateng beda warna foto,1
"Saya memesan dua deker kaki seperti yang dilihat difoto.. yang Merk Remora pas bisa dipakai sedangkan yang satunya tidak bisa dinaikkan karen terlalu kecil karena ternyata ukuran M relatif. Memang saya punya yang remora dan maka ukuran Remora saya gunakan sebagai acuan, Penjual seharusnya memberitahu bahwa  ukuran M untuk kedua barang tidak sama dan perlu mberitahukan kepada pembeli bahwa pembelian decker tidak bisa ditukarkan....sehingga sewaktu akan membeli ada pertimbangan tersebut..... Jadi bukan sepenuhnya kesalahan kami dan penjual punya kewajiban moral untuk menjaga hubungan dengan customers..",1,mes deker kaki foto merk remora pas pakai satu naik karen ukur relatif remora ukur remora acu jual memberitahu ukur barang mberitahukan beli beli decker tukar beli timbang sepenuh salah jual wajib moral jaga hubung customers,1
informasi pengiriman tidak sesuai.......,2,informasi kirim sesuai,1
"Deker nya kekecilan, bisa ditukar gan ?",1,deker nya kecil tukar gan,2
barang yang dikirim tidak sesuai sengan gambar. trima,1,barang kirim sesuai seng gambar trima,1
terima kasih barang sudah sampai tujuan walaupun lama banget,1,terima kasih barang tuju banget,0
"terima kasih gan, barang udah nyampe kondisinya bagus... tapi lama sekali nunggunya gan",2,terima kasih gan barang udah nyampe kondisi bagus nunggunya gan,1
"Bolanya keras juga ya, tapi bagus la harga segitu",2,bola keras ya bagus la harga segitu,1
"Size bola kecil, katanya size 7 ternyata barang yg datang size 6. Harga masuk akal.",2,size bola size 7 barang size 6 harga masuk akal,1
"bahanna tipis ,cepet sobek :(.....",2,bahanna tipis cepet sobek,2
"Di Catatan  penjual  berat 6 kg dgn harapan net lumayan  bagus  nyatanya  cuma 4kg berarti bahannya tipis  jaring tipis,  dijual  850 rb,  pen jual lain kwalitas sama di tokopedia 550 rb.",2,catat jual berat 6 kg harap net lumayan bagus 4kg bahan tipis jaring tipis jual 850 rb pen jual kwalitas tokopedia 550 rb,1
"Respon penjual cepat. Barang sampai juga cepat. Namun kualitas barang tidak sesuai deskripsi. Begitu net dipasang,  penguncinya langsung putus.",1,respon jual cepat barang cepat kualitas barang sesuai deskripsi net pasang kunci langsung putus,1
ok ok ok ko ok ko ok ok ok ok ok ok bu k ok,2,ok ok ok ko ok ko ok ok ok ok ok ok bu k ok,1
Pengiriman cepat kualitas agak kurang,2,kirim cepat kualitas,1
sudah diterima pesanannya. tkyuuu,2,terima pesan tkyuuu,0
makasih barang sudah saya terima .......,1,makasih barang terima,0
bagusss untuk visuall cuma quality nya :(,2,bagusss visuall quality nya,0
"barang cepat sampai, packing aman, rapih 
product tidak ada cacat",1,barang cepat packing aman rapih product cacat,1
ikatan ujung kurang kuat sehingga baru dpake bbrp kali sudah lepas,2,ikat ujung kuat dpake bbrp kali lepas,1
Fast Respon ! Good job.............................................................,2,fast respon good job,1
barang sudah diterima dg baik. maaf reviewnya telat,2,barang terima dg maaf reviewnya telat,2
kualitas kurang... ada bagian agak retas,1,kualitas retas,0
brgnya gak ori bro..soalnya ane bandingin dg tetangga yg ori..tks sdh sampai brgnya..,1,brgnya ori bro ane bandingin dg tetangga ori tks sdh brgnya,0
sesuai gambar tapi sayang matrasnya licin klo buat yoga..,2,sesuai gambar sayang matras licin klo yoga,1
brg sdh ditrima... trims... tapi matrasnya licin,2,barang sdh ditrima trims matras licin,0
paket udah keterima terimakasih,2,paket udah terima terimakasih,0
"barangnya bagus, tapi respon agak lama...",1,barang bagus respon,1
"barang nya bagus,tidak mengecewakan",2,barang nya bagus kecewa,1
thanks sis paketnya sudah sampai,2,thanks sis paket,1
sip.............................................................,2,sip,0
"2 pasang berbeda, yg 1 pasang bagus, yg 1 pasang lagi jelek, plastik pelapisnya berputar/goyang",2,2 pasang beda 1 pasang bagus 1 pasang jelek plastik lap berputargoyang,0
barangnya sudah sampaaaai......,1,barang sampaaaai,0
ya begitulah. .......................... ........,2,ya,0
"standart banget yg ini boss,,,waduh",2,standart banget boss,0
"barangnya beda sama yang di pesan blinya ini tpi datangnya beda lain kali kalok gak sama yang d pesan fotonya d hapus aja pasti itu foto lama yang d pajang 
bikin kecewa aja",1,barang beda pesan blinya tpi datang beda kali kalok pesan foto hapus foto pajang bikin kecewa,2
tidak sesuai gambar ... kw atau apa ya ... rupa sama ... tap beda sama yg dlu pernah saya beli ... apakah versi 2015 nya ... blm di coba ... mdah mdhan z tidak mengecewakan pas udah di pake ... thankq,2,sesuai gambar kw ya rupa tap beda dlu beli versi 2015 nya blm coba mdah mdhan z kecewa pas udah pake thankq,2
"barang udah d terima,tingal nyoba!",1,barang udah terima tingal nyoba,0
di kira punchinf pad gde tp g papa makasi,2,punchinf pad gde papa makas,0
barang banyak goresan jadi saya pikir itu barang bekas yg d jual lgi,1,barang gores pikir barang bekas jual lgi,2
"busa biasa di baliknya, menyesal telah membelinya. fotonya kurang lengkap",1,busa balik sesal bel foto lengkap,0
Pengantaran cepat cuman barangnya udah tidak lengket bgain biru kuningnya,2,antar cepat cuman barang udah lengket bgain biru kuning,1
"Barang tidak sesuai pesanan, barang tidak ori",1,barang sesuai pesan barang ori,1
"Bahan berbeda, lain kali lebih konsisten",2,bahan beda kali konsisten,1
"kirain bagus. ya, sesuai harganya murah.",1,kirain bagus ya sesuai harga murah,1
"ada 4 biji penyok semua, sayang bgt",2,4 biji penyok sayang banget,0
Kualitas barangnys kurang bagus,1,kualitas barangnys bagus,1
brg oke kualitas bagus punya. nambun tidak ada cara pemakainya,2,barang oke kualitas bagus nambun maka,1
"Kemasan produk penyok semua, walaupun produk didalam masih aman.
Tapi sangat kecewa dengan jasa pengiriman JNE. Sangat lamaaaa.
Padahal produk sudah ada dari senin, tp hari kamis baru diantar. Padahal jarak kantor JNE dng alamat yg dituju hanya butuh 5 menit dengan sepeda.
Sangat kecewa dengan jasa pengirimannya.",2,kemas produk penyok produk dalam aman kecewa jasa kirim jne lamaaaa produk senin kamis antar jarak kantor jne dng alamat tuju butuh 5 menit sepeda kecewa jasa kirim,2
pengantaran bagus cuman bikin rubber bat tambah rusak kw?,2,antar bagus cuman bikin rubber bat rusak kw,2
Saya kira harga lebih mahal jaminan bagus.. trnyata packingnya gak rapih bungkusnya cuma pake kardus seadanya.,2,harga mahal jamin bagus trnyata packingnya rapih bungkus pake kardus ada,1
"menunggu lumayan melelahkan,............
..",2,tunggu lumayan lelah,0
pengiriman sesuai waktu..tp barang sesuai bintang aja deh..,2,kirim sesuai barang sesuai bintang deh,1
Bahan ny bagus gx mudah melar,1,bahan ny bagus gx mudah melar,1
gk panjang seperti yg di gambar,1,gambar,0
"Kualitas karet sangat tipis, pantulan bola oleh kayu bet terdengar keras",2,kualitas karet tipis pantul bola kayu bet dengar keras,2
barang tidak sesuai dgn yg di harapkan,2,barang sesuai harap,1
"paket diterima, ad sedikit cacat di bagian gagang disebabkn bungkus pecah. yg lain  gk ad masalah. terimakasih, mudh2an usaha makin laris dan lancar dan pelayanan semakin baiK",2,paket terima ad cacat gagang disebabkn bungkus pecah ad terimakasih mudh2an usaha laris lancar layan,2
Gambar /pic warna coklat koq di kasihnya warna hitam,2,gambar pic warna coklat koq kasih warna hitam,0
Kaca tetap berembun membuat kaca jd kotor,1,kaca embun kaca kotor,2
Bagi yg belinya mau cepat jgn di toko ini deh masa aku minta kirim k surabaya sampenya 4 hari padahal aku kirm dr jakarta alamat yg sama lebih vepat nyampeknya,1,beli cepat jgn toko deh kirim k surabaya sampenya 4 kirm jakarta alamat vepat nyampeknya,1
"Barangx sesuai deskripsi, diterima dlm kondisi ok, cuma sayangx baru dipakai sehari sdh robek, kualitas sesuai harga.",2,barangx sesuai deskripsi terima kondisi ok sayangx pakai hari sdh robek kualitas sesuai harga,1
"tdk sesuai ekspektasi, engirimannya lama...",2,sesuai ekspektasi engirimannya,1
barang sudah diterima dengan baik mudah-mudahan berkah bermanfaat,2,barang terima mudahmudahan berkah manfaat,1
barangnya susah sampaaaaaai.......,1,barang susah sampaaaaaai,2
"alhamdullilah,pesan tanggal 16,nyampe tanggal 21...lama ya",2,alhamdullilah pesan tanggal 16 nyampe tanggal 21 ya,0
bos ente bilang donic....itu kaga ada tulisan donic di karet atau d bungkus nya,1,bos ente bilang donic kaga tulis donic karet bungkus nya,0
Pengiriman cepat barang yang dibeli sesuai dengan unuran.....penjual meresponse dengan baik...tapi ada produk tidak bisa ditukar karena kekecilan,2,kirim cepat barang beli sesuai unuran jual meresponse produk tukar kecil,1
ukuran 10oz tp kecil bngt. pas d pakai bau nya bikib ga nyaman. nempel ke tangan. kecewa.,2,ukur 10oz bngt pas pakai bau nya bikib nyaman nempel tangan kecewa,2
Kondisi barang tidak terlalu persis seperti digambar jahitannya kurang rapi takutnya dipakai sekali bisa sobek.,2,kondisi barang persis gambar jahit rapi takut pakai sobek,1
barang sesuai tpi proses lambat,2,barang sesuai tpi proses lambat,0
Less responsibility when complaint,2,less responsibility complaint,2
"Respon penjual lama sekali , produk sesuai gambar kualitas cukup sesuai harga",2,respon jual produk sesuai gambar kualitas sesuai harga,1
Kualitas barang kurang bagus,2,kualitas barang bagus,1
cuma sekali pakai dah rusak,1,pakai dah rusak,2
barang ternyata jelek penyok gx memuaskan...,1,barang jelek penyok gx muas,2
"Steamer kualitas jelek, baru baru timer udah rusak. Ga ada merek",2,steamer kualitas jelek timer udah rusak merek,2
parah....biar allah yg bales........,1,parah biar allah bales,2
Pengirimannnnn sangat lambatttttttttt,1,pengirimannnnn lambatttttttttt,0
Penjual tidak mengirim kelengkapan produk sesuai yg tertera di kemasan,2,jual kirim lengkap produk sesuai tera kemas,1
Brg yg mau dilindungi dikirim tanpa ini,1,barang lindung kirim,0
gak bisa ditutup.. ukuran gak pas..,1,tutup ukur pas,0
"Penjual krg peduli brg jelek. Brg yg dikirim peyot pegangannya pecah. Pembeli diminta transfer ongkir untuk ganti produk, yg diganti jg peyot dan pegangan pecah. JANGAN PERNAH BELI DI TOKO INI LAGI GUYS!",1,jual krg peduli barang jelek barang kirim peyot pegang pecah beli transfer ongkir ganti produk ganti peyot pegang pecah beli toko guys,2
"pelayanan kurang sigap, berhari2 dr nanya baik smpe kesel br dikasi resi itupun ga valid krn diganti pengiriman dan br diinfokan stlh brg dikirim,untung aja sampai,walaupun jelas bgt pake huruf besar minta warna kuning/hijau stabilo dikirim merah, ga memuaskan lah pokoknya pdhl udh beli mahal.",1,layan sigap berhari2 nanya smpe kesel br kasi resi itu valid krn ganti kirim br info stlh barang kirim untung banget pake huruf warna kuninghijau stabilo kirim merah muas pokok pdhl beli mahal,1
"barang yg dikirim tsk sesuai wrn, kl memang dr awal wrn tdk ready pasti saya gak akan order...
2 unit part kurang sampai skrg blm nyampe juga katanya sdh dikirim, di hubungi lewat wa respon tdk baik tdk dibalas pesan yg terakhir... hp tertera saya tell katanya bukan yg layanin lewat toped, saya minta no hp lain di sms lama sampai 2x telp &amp; telp yg kedua gak sopan sekali saya blm selesai ngomong sdh dimatiin telpnya, parahhh...",1,barang kirim tsk sesuai wrn kl wrn ready order 2 unit part skrg blm nyampe sdh kirim hubung wa respon balas pesan hp tera tell layanin toped hp sms 2x telp amp telp sopan blm selesai ngomong sdh dimatiin telpnya parahhh,1
"Pihak penjual memberikan respon yang buruk kepada pembeli. Pihak penjual tidak melakukan pemeriksaan barang yang diorder dengan barang yang dikirim. Namun setelah dikomplain tidak segera melakukan pemeriksaan namun malahan meminta pembeli menerima barang yang ada. Setelah dikomplain keras, baru mengakui kesalahan dan berjanji akan mengembalikan selisih harga barang yang diorder dengan barang yang dikirimkan. Namun sudah hampir 1 minggu dana tetap tidak dikembalikan.
Mohon pihak penjual segera melakukan kewajibannya. Terimakasih.",1,jual respon buruk beli jual periksa barang order barang kirim komplain periksa beli terima barang komplain keras aku salah janji kembali selisih harga barang order barang kirim 1 minggu dana kembali mohon jual wajib terimakasih,2
Barang sesuai pesanan cepat sampai,5,barang sesuai pesan cepat,1
Barang bagus harga murah,5,barang bagus harga murah,1
Paket rapi...mantap....cepat....sampe ke tujuan,5,paket rapi mantap cepat sampe tuju,1
ya saya puas dgn barangnya,5,ya puas barang,1
Responya luar biasa b mantap,5,responya b mantap,1
"seller top, pengiriman cepat barang oke",5,seller top kirim cepat barang oke,1
pengiriman cepat seller top,5,kirim cepat seller top,1
Produk sesuai dengan spec di web dan respon seller sangat cepat. Thankyou.,5,produk sesuai spec web respon seller cepat thankyou,1
"Respon super cepat, pengiriman cepat, Barang bagus sesuai deskripsi penjual..thx gan",5,respon super cepat kirim cepat barang bagus sesuai deskripsi jual thx gan,1
"Barang mantap, pelayanan cepat",5,barang mantap layan cepat,1
"Sippp,sesuai pic,dscrbs..cuma blum dicobað",5,sippp sesuai pic dscrbs blum coba,1
Sayang produk yg datang di paking kurang rapi sehingga kebuka n isinya terhambur.  Saran klo mengirimkan isi paku tembak seperti ini di beri lakban dulu dikemasan pakunya baru di gabung kan dgn yg lain supaya tidak tercecer. Untuk kualitas barang seperinya bagus walau saya belum coba.  Terima kasih,3,sayang produk paking rapi buka n isi hambur saran klo kirim isi paku tembak lakban kemas paku gabung cecer kualitas barang per bagus coba terima kasih,1
Barang sesuai deskripsi..respon dan proses cepat. Terima kasih,5,barang sesuai deskripsi respon proses cepat terima kasih,1
Mantaaaaaaaappp..........,5,mantaaaaaaaappp,0
superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,5,superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,0
josss pokok e bisa buat langganan,5,josss pokok e langgan,0
"berfungsi dengan baik, normal",5,fungsi normal,2
"Cara Memberikan Nilai Reputasi ke Penjual

Untuk dapat memberikan nilai reputasi ke penjual, Anda dapat melakukan langkah-langkah berikut ini:",5,nilai reputasi jual nilai reputasi jual langkahlangkah,1
Barang sesuai dengan deskripsi. Pengiriman cepat gak pake lama. Barang bagus. Mantap dahh pokoknya. Thanks gan,5,barang sesuai deskripsi kirim cepat pake barang bagus mantap dahh pokok thanks gan,1
Sesuai dengan deskripsi,5,sesuai deskripsi,1
"bagus,  packing aman pake bublewrap.  ndak ada yang patah",5,bagus packing aman pake bublewrap ndak patah,1
Barang sesuai deskripsi,5,barang sesuai deskripsi,1
cukuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuupp,5,cukuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuupp,0
barang sudah sampai sesuai pesanan .,5,barang sesuai pesan,1
Thanksssssssssssssss,3,thanksssssssssssssss,0
Barang bagus sesuai info fast response,4,barang bagus sesuai info fast response,1
"barang ok....
pengriman cepet....",5,barang ok rim cepet,1
barang sudah sy terima gan thanks,4,barang sy terima gan thanks,1
paket telah diterima baik.. Terima kasih,5,paket terima terima kasih,0
"Barang bagus, ga kecewa, tapi kurang banyak, nanti order lagi dah",5,barang bagus kecewa order dah,1
"barang sudah di terima, terima kasih ....",4,barang terima terima kasih,0
Barang sudah diterima .........,4,barang terima,0
sip. udah sampe beberapa menit yg lalu. oke sesuai pesanan gambar. trimakasih kerjasamanya.,5,sip udah sampe menit oke sesuai pesan gambar trimakasih kerjasamanya,1
sesuai deskripsi barangnya,5,sesuai deskripsi barang,1
Produk sesuai pesanan tp blm dcoba,4,produk sesuai pesan blm dcoba,1
Proses cepat mantap,5,proses cepat mantap,1
sesuai deskripsi barangnya,5,sesuai deskripsi barang,1
Bagus sesuai dgn deskripsi thnks.,5,bagus sesuai deskripsi thnks,1
Produk sesuai gambar deskripsi. Produknya bagus harganya jg bagus. Recommended produk,5,produk sesuai gambar deskripsi produk bagus harga bagus recommended produk,1
seller is good. produknya mantap. 5 stars ya,5,seller good produk mantap 5 stars ya,1
"Produk bagus, sesuai deskripsi, packing rapi, pengiriman cepat, hanya kurirnya yg agak telat.. thanks..",5,produk bagus sesuai deskripsi packing rapi kirim cepat kurir telat thanks,1
"Mahmurah mantap... Barang sdh sampe,, thanks sukses selalu",5,mahmurah mantap barang sdh sampe thanks sukses,1
Produk diterima utuh tersegel.. semoga awet,5,produk terima utuh segel moga awet,0
"Sesuai order, pengiriman cepat, respon cepat",4,sesuai order kirim cepat respon cepat,1
Respon proses dr penjual cepat. Barang sdh diterima stlh 2 hari. Kualitas barang bagus. Recommended seller. Thanks,5,respon proses jual cepat barang sdh terima stlh 2 kualitas barang bagus recommended seller thanks,1
Mantap. Sesuai deskripsi. Trimakasih semoga barokah jualannya.,5,mantap sesuai deskripsi trimakasih moga barokah jual,1
"Makasih gan, barang sesuai",5,makasih gan barang sesuai,1
Pengiriman cepat. Fast respon. Barang sesuai. Trims,5,kirim cepat fast respon barang sesuai trims,1
"Produknya bagus, berkualitas, berfungsi dg baik",5,produk bagus kualitas fungsi dg,1
brg diterima dg baik&amp; lengkap,5,barang terima dg amp lengkap,0
Great Product &amp; Great Seller,5,great product amp great seller,1
"Steplesnya sedikit lebih kecil dari staples khusu mollar, saat ditembakan keluar 2 jadi menumpuk yang keluar. Rekomennya sih mending cari isi yang khusus mollar jk staplesnya merk mollar",4,steplesnya staples khusu mollar tembak 2 tumpuk rekomennya sih mending cari isi khusus mollar jk staples merk mollar,0
Sesuai dengan pesanan..............,4,sesuai pesan,1
Produk berfungsi dgn baik,5,produk fungsi,0
"produk sesuai dengan deskripsi, tapi belum dicoba",5,produk sesuai deskripsi coba,1
Barang sesuai diskripsi layanan cepat,5,barang sesuai skripsi layan cepat,1
"Sudah diterima, terima kasih",5,terima terima kasih,0
Sudah diterima dengan baik bisa di pakai.,5,terima pakai,0
Packing rapi respon cepat... recommended..!,4,packing rapi respon cepat recommended,1
Barang sudah diterima dg baik. Thx,4,barang terima dg thx,1
"Barang bagus, kualitas sesuai harga",3,barang bagus kualitas sesuai harga,1
Terima kasih..........,5,terima kasih,0
"Pengiriman sangat cepat, Barang sesuai iklan, berfungsi baik, ððð",5,kirim cepat barang sesuai iklan fungsi ,1
kwalitas bagus. sesuai dengan yang ditawarkan. respons cepat,5,kwalitas bagus sesuai tawar respons cepat,1
Sesuai yg diharapkan. Terimakasih.,5,sesuai harap terimakasih,1
"Barangnya bagus, pelayanan toko ini semuanya sangat memuaskan...recomend.",5,barang bagus layan toko muas recomend,1
suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah Diiiiteeeerimaaaaa,4,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah diiiiteeeerimaaaaa,0
"Produk sesuai deskripsi, packing rapi.. rekomended..!",5,produk sesuai deskripsi packing rapi rekomended,1
Ok lah.. sesuai denggan harga.,3,ok sesuai denggan harga,1
bukan merk kenmaster ternyata,4,merk kenmaster,0
Terimakasih barang sudah sampai,5,terimakasih barang,0
"Bagus..
Pengiriman cukup cepat",5,bagus kirim cepat,1
Siiiiiiiippppppppp...,5,siiiiiiiippppppppp,0
Barang udh sampe...mksh....,4,barang sampe terima kasih,0
Terimakasih barangnya udah sampai.,5,terimakasih barang udah,0
Fast respon terbaiks,5,fast respon terbaiks,0
makasih barang sudah sampai,5,makasih barang,0
Bagus.......top pengiriman cepat,4,bagus top kirim cepat,1
thanksss........................,5,thanksss,0
Merk beda tapi gpp yg penting ukrn sama,4,merk beda gpp ukrn,0
Lihat bintangnya aja dahhhhh,5,lihat bintang dahhhhh,0
"bagus ,....................    ........",5,bagus,1
"Barang sudah diterima. Ukuran sesuai deskripsi. Hanya mereknya beda dengan yang dikirim, tetapi tidak masalah yang penting berfungsi dengan baik.",5,barang terima ukur sesuai deskripsi merek beda kirim fungsi,1
Barang sudah sampai....tks..,5,barang tks,0
"Bagus,,,,,, terimakasih .......",5,bagus terimakasih,1
"barang sudah samapai gan, bagus",5,barang samapai gan bagus,1
"mantafff, sangat-sangat sesuai,,,",5,mantafff sangatsangat sesuai,1
Barang sudah diterima dengan baik...,5,barang terima,0
"Pengiriman cepat, Kemasan bagus",5,kirim cepat kemas bagus,1
SESUAI PERMINTAAN.. FAST RESPON,5,sesuai minta fast respon,1
Matab...good...sesuai permintaan...,5,matab good sesuai minta,1
barang lumayan kuat.... good,5,barang lumayan kuat good,1
sudah sampai murah meriah,5,murah riah,1
"sudah di terima bos
packing bagus, aman",5,terima bos packing bagus aman,1
"makasih, barang sesuai gambar",5,makasih barang sesuai gambar,1
langsung dipakai. mantap. thanks. maaf baru kasi testi,5,langsung pakai mantap thanks maaf kasi testi,1
"Harganya murah tp isinya lumayan banyak n kuat. Pesan kmrn hr ini nyampe. thanks Toko besi timur jaya, Tokopedia n wahana",5,harga murah isi lumayan n kuat pesan kmrn hr nyampe thanks toko besi timur jaya tokopedia n wahana,1
ok.....................................,4,ok,1
terimakasih barang sdh diterima,4,terimakasih barang sdh terima,0
Unit nya sudah sampai....thanks,4,unit nya thanks,1
Barang sudah sampai.. terima kasih,3,barang terima kasih,0
ga nyampe sejam dr mulai transaksi...udah nyampe rumah...mksh,5,nyampe jam transaksi udah nyampe rumah terima kasih,0
"good.......cepat, packing aman.....",5,good cepat packing aman,1
Barang sangat bagus sesuai diskripsi,5,barang bagus sesuai skripsi,1
mantap sampai dengan aman gan.............................,5,mantap aman gan,1
barang udah nyampe om makasihhhhh,5,barang udah nyampe om makasihhhhh,0
recomended....................................,5,recomended,0
"barang sesuai, pengiriman cepat, ok",5,barang sesuai kirim cepat ok,1
mantab... fast respone.. tx u..,5,mantab fast respone tx u,1
"Barang bagus, packing cukup, kurir ramah",5,barang bagus packing kurir ramah,1
Mantapppp banget ......,5,mantapppp banget,0
produk sesuai bagus. thanks,5,produk sesuai bagus thanks,1
Terima kasih semoga bermanfaat..,5,terima kasih moga manfaat,1
Barang sesuai gambar diterima dalam kondisi baik,5,barang sesuai gambar terima kondisi,1
"Trmksih banyak juragan....
Atas kerjasamanya.....",5,trmksih juragan kerjasamanya,0
Keren produk nya mantaps,5,keren produk nya mantaps,1
Barangnya sesuai syn digambar,4,barang sesuai syn gambar,1
"barang bagus...packing rapi,pokoknya top bgt",5,barang bagus packing rapi pokok top banget,1
ok..................     . ..     .         ..,5,ok,1
Sesuai dengan apa yg sudah dijelaskan pada detail produk,5,sesuai detail produk,1
"Barang cepat sampai, tapi belum dicoba, besoklah kucoba dulu ya. baru testi lagi. thx",5,barang cepat coba besok coba ya testi thx,1
Fast respon. Barang sesuai dengan di gambar,3,fast respon barang sesuai gambar,1
"Barang bagus,pengiriman cepat,recomended",5,barang bagus kirim cepat recomended,1
barang dah nyampek. trimakasih,4,barang dah nyampek trimakasih,0
barang sudah diterima dengan baik sesuai,5,barang terima sesuai,1
"cepet respon'a
pesen pagi, siang udh sampe",5,cepet respon sen pagi siang sampe,0
